"stop_name","line"
"Bremen Georg-Bitter-Straße","3"
"Bremen Bennigsenstraße","3"
"Bremen Konsul-Smidt-Straße","3"
"Bremen Eduard-Schopf-Allee","3"
"Bremen Sebaldsbrück (Bus+Tram)","3"
"Bremen Grenzstraße","3"
"Bremen Theater am Goetheplatz","3"
"Bremen Bahnhof Sebaldsbrück","3"
"Bremen Deliusweg","31"
"Bremen Linzer Straße","31"
"Bremen Ostwaldstraße","31"
"Bremen Fultonstraße","31"
"Bremen Hermann-Frese-Straße","31"
"Bremen Ohmstraße","31"
"Bremen Oberste Kämpe","31"
"Bremen Mackensenweg","31"
"Bremen Borgfeld-Ost","31"
"Bremen Im Achterkamp","31"
"Bremen Am Lehester Deich","31"
"Bremen Albert-Bischof-Straße","31"
"Bremen Ludwig-Sütterlin-Straße","31"
"Bremen Berufsbildungswerk","31"
"Bremen Achterdiek","31"
"Bremen Universität/Zentralbereich","31"
"Bremen Rhododendronpark","31"
"Bremen Nedderland","31"
"Bremen Fraunhoferstraße","31"
"Bremen Horn (Horner Kirche)","31"
"Bremen Haferwende","31"
"Bremen Louise-Böhm-Weg","31"
"Bremen Gravestraße","31"
"Bremen Universität-Nord","31"
"Bremen Universität-Süd","31"
"Bremen Bürgermeister-Kaisen-Allee","31"
"Bremen Lise-Meitner-Straße","31"
"Bremen Kopernikusstraße","31"
"Bremen Helmer","31"
"Bremen Bürgermeister-Spitta-Allee","31"
"Bremen Am Heiddamm","33"
"Bremen Schorf","33"
"Bremen An den Wühren","33"
"Bremen Im Holze","33"
"Bremen An der Kämenade","33"
"Bremen Oberneulander Heerstraße","33"
"Bremen Mühlenfeldstraße","33"
"Bremen Oewerweg","33"
"Bremen Schevemoorer Landstraße","33"
"Bremen Höpkens Ruh","33"
"Bremen Poggenburg","33"
"Bremen Heinz-Hinners-Platz","33"
"Bremen Am Hallacker","33"
"Bremen Am Querkamp","33"
"Bremen Saarstraße","33"
"Bremen Apfelallee","33"
"Bremen Bahnhof Oberneuland","33"
"Bremen Vorstraße","33"
"Bremen Osterholzer Landstraße","33"
"Bremen Wilhelm-Röntgen-Straße","33"
"Bremen Sebaldsbrück (Bus+Tram)","33"
"Bremen Horner Mühle","33"
"Bremen Kapitän-König-Weg","33"
"Bremen Horn (Horner Kirche)","33"
"Bremen Osterholzer Friedhof","33"
"Bremen Vorstraße","33E"
"Bremen Höpkens Ruh","33E"
"Bremen Horn (Horner Kirche)","33E"
"Bremen Am Heiddamm","33E"
"Bremen Ikensdamm","33E"
"Bremen Kapitän-König-Weg","33E"
"Bremen Mühlenfeldstraße","33E"
"Bremen Oberneulander Heerstraße","33E"
"Bremen Bahnhof Oberneuland","33E"
"Bremen Schorf","33E"
"Bremen Apfelallee","33E"
"Bremen An den Wühren","33E"
"Bremen Horner Mühle","33E"
"Bremen Wilhelm-Röntgen-Straße","33E"
"Bremen Schevemoorer Landstraße","33E"
"Bremen Am Querkamp","33E"
"Bremen Im Holze","33E"
"Bremen Osterholzer Landstraße","33E"
"Bremen Saarstraße","34"
"Bremen Am Hallacker","34"
"Bremen Heinz-Hinners-Platz","34"
"Bremen Am Heiddamm","34"
"Bremen Rockwinkeler Heerstraße","34"
"Bremen Bahnhof Oberneuland","34"
"Bremen Osterholzer Friedhof","34"
"Bremen Modersohnweg","34"
"Bremen Apfelallee","34"
"Bremen Schevemoorer Landstraße","34"
"Bremen Beim Kleinen Tagwerk","34"
"Bremen Wilhelm-Röntgen-Straße","34"
"Bremen Horner Mühle","34"
"Bremen Vorstraße","34"
"Bremen Oewerweg","34"
"Bremen Osterholzer Landstraße","34"
"Bremen Mühlenfeldstraße","34"
"Bremen Poggenburg","34"
"Bremen Horn (Horner Kirche)","34"
"Bremen Sebaldsbrück (Bus+Tram)","34"
"Bremen An der Kämenade","34"
"Bremen Simon-Hermann-Post-Weg","34"
"Bremen Schorf","34"
"Bremen Wilhelm-Röntgen-Straße","34E"
"Bremen Horn (Horner Kirche)","34E"
"Bremen Schorf","34E"
"Bremen Modersohnweg","34E"
"Bremen Ikensdamm","34E"
"Bremen Apfelallee","34E"
"Bremen Simon-Hermann-Post-Weg","34E"
"Bremen Mühlenfeldstraße","34E"
"Bremen Am Heiddamm","34E"
"Bremen Vorstraße","34E"
"Bremen Rockwinkeler Heerstraße","34E"
"Bremen Horner Mühle","34E"
"Bremen Bahnhof Oberneuland","34E"
"Bremen Beim Kleinen Tagwerk","34E"
"Bremen Saarstraße","37"
"Bremen Osterholzer Möhlendamm","37"
"Bremen Klinikum Bremen-Ost","37"
"Bremen Lachmundsdamm","37"
"Bremen Schweizer Eck","37"
"Bremen Sebaldsbrück (Bus+Tram)","37"
"Bremen Am Großen Kuhkamp","37"
"Bremen Egestorff-Stiftung","37"
"Bremen Heinz-Hinners-Platz","37"
"Bremen An der Kämenade","37"
"Bremen Bf Mahndorf","37"
"Bremen Osterholzer Friedhof","37"
"Bremen Am Siek","37"
"Bremen Beim Bohnenhof","37"
"Bremen Am Hahnenkamp","37"
"Bremen Heiligenbergstraße","37"
"Bremen Am Großen Kuhkamp","37E"
"Bremen Bf Mahndorf","37E"
"Bremen Beim Bohnenhof","37E"
"Bremen Lachmundsdamm","37E"
"Bremen Heiligenbergstraße","37E"
"Bremen Osterholzer Möhlendamm","37E"
"Bremen Egestorff-Stiftung","37E"
"Bremen Ricardostraße","38"
"Bremen Weserpark-Süd","38"
"Bremen Hexenstieg","38"
"Bremen Bf Mahndorf","38"
"Bremen Malthusstraße","38"
"Bremen Von-Thünen-Straße Nord","38"
"Bremen Panrepel-Süd","38"
"Bremen Holzweide","38"
"Bremen Von-Thünen-Straße Süd","38"
"nan","38"
"Bremen Panrepel-Nord","38"
"Bremen Bollener Landstraße","38"
"Bremen Holzweide","39"
"Bremen Hexenstieg","39"
"Bremen Bollener Landstraße","39"
"Bremen Bf Mahndorf","39"
"Bremen Malthusstraße","39"
"Bremen Weserpark-Süd","39"
"Bremen Kopernikusstraße","4"
"nan","4"
"Bremen Daniel-Jacobs-Allee","4"
"Bremen Theater am Leibnizplatz","4"
"Bremen Wilhelm-Kaisen-Brücke","4"
"Bremen Herdentor","4"
"Bremen Vorstraße","4"
"Bremen Peter-Henlein-Straße","4"
"Bremen Polizeipräsidium","4"
"Bremen Rembertistraße","4"
"Bremen Kirchweg","4"
"Bremen Wilhelm-Leuschner-Straße","4"
"Bremen Am Dammacker","4"
"Bremen Kattenturm-Mitte","4"
"Bremen Horner Mühle","4"
"Bremen Sielhof","4"
"Bremen Hollerallee","4"
"Bremen Domsheide","4"
"Lilienthal Kutscher Behrens","4"
"Bremen Carl-Goerdeler-Straße","4"
"Bremen Kirchbachstraße","4"
"Bremen Schleiermacherstraße","4"
"Bremen Rotes-Kreuz-Krankenhaus","4"
"Bremen Focke-Museum","4"
"Bremen Parkstraße","4"
"Bremen Am Lehester Deich","4"
"Bremen Robert-Koch-Straße","4"
"Bremen Gastfeldstraße","4"
"Bremen Rosenpfad","4"
"Bremen Dietrich-Bonhoeffer-Straße","4"
"Bremen Twiedelftsweg","4"
"Bremen Hauptbahnhof","4"
"Bremen Barbarossastraße","4"
"Bremen Julius-Brecht-Allee","4"
"Bremen BSAG-Zentrum","4"
"Lilienthal Moorhauser Landstraße","4"
"Bremen Horn (Horner Kirche)","4"
"Bremen Friedhofstraße","4"
"Lilienthal Trupe","4"
"Lilienthal Lilienthal-Mitte","4"
"Bremen Werner-von-Siemens-Straße","4"
"Bremen Heukämpendamm","4"
"Lilienthal Schoofmoor","4"
"Bremen Klinikum Links der Weser","4"
"Bremen St. Joseph-Stift","4"
"Lilienthal Feldhäuser Straße","4"
"Bremen Kurt-Huber-Straße","4"
"Lilienthal","4"
"Bremen Schwankhalle","4"
"Bremen Huckelriede","4"
"Bremen Am Dobben","4"
"Lilienthal Truperdeich","4"
"Bremen Metzer Straße","4"
"Bremen Schüsselkorb","4"
"Bremen Bürgermeister-Spitta-Allee","4"
"Bremen Arsten","4"
"Lilienthal Auf dem Kamp","4"
"Bremen Höger Weg","4"
"Bremen Borgfeld","4"
"Bremen Berliner Freiheit","4"
"Bremen Kurfürstenallee","4"
"Bremen Glockenstraße/Bf Hemelingen","40"
"Bremen Hermann-Osterloh-Straße","40"
"Bremen Stackkamp","40"
"Bremen Colshornstraße","40"
"Bremen Weserwehr","40"
"Bremen Schlengstraße","40"
"Bremen Heisiusstraße","40"
"Bremen Süntelstraße","40"
"Bremen Marschstraße","40"
"Bremen Christernstraße","40"
"Bremen Hannoversche Straße","40"
"Bremen Bf Mahndorf","40"
"Bremen Brünsweg","40"
"Bremen Belmerstraße","40"
"Bremen Föhrenstraße","40"
"Bremen Kluvenhagener Straße","40"
"Bremen Osterhop","40"
"Bremen Eppenhainer Straße","41"
"Bremen Stackkamp","41"
"Bremen Sollingstraße","41"
"Bremen Belmerstraße","41"
"Bremen Marschstraße","41"
"Bremen Bf Mahndorf","41"
"Bremen Schlengstraße","41"
"Bremen Glockenstraße/Bf Hemelingen","41"
"Bremen Föhrenstraße","41"
"Bremen Weserwehr","41"
"Bremen Nauheimer Straße","41"
"Bremen Christernstraße","41"
"Bremen Osterhop","41"
"Bremen Süntelstraße","41"
"Bremen Ruppertshainer Straße","41"
"Bremen Kluvenhagener Straße","41"
"Bremen Brünsweg","41"
"Bremen Hannoversche Straße","41"
"Bremen Hermann-Osterloh-Straße","41"
"Bremen Weserpark-Süd","41E"
"Bremen Bollener Landstraße","41E"
"Bremen Osterhop","41E"
"Bremen Eppenhainer Straße","41E"
"Bremen Schlengstraße","41E"
"Bremen Nauheimer Straße","41E"
"Bremen Hermann-Osterloh-Straße","41E"
"Bremen Holzweide","41E"
"Bremen Sollingstraße","41E"
"Bremen Föhrenstraße","41E"
"Bremen Hannoversche Straße","41E"
"Bremen Glockenstraße/Bf Hemelingen","41E"
"Bremen Hexenstieg","41E"
"Bremen Ruppertshainer Straße","41E"
"Bremen Bahnhof Sebaldsbrück","41E"
"Bremen Süntelstraße","41E"
"Bremen Christernstraße","41E"
"Bremen Stackkamp","41E"
"Bremen Kluvenhagener Straße","41E"
"Bremen Belmerstraße","41E"
"Bremen Malthusstraße","41E"
"Bremen Bf Mahndorf","41E"
"Bremen Marschstraße","41E"
"Bremen Brünsweg","41E"
"Bremen Weserwehr","41S"
"Bremen Marschstraße","41S"
"Bremen Schlengstraße","42"
"Bremen Fuldahafen","42"
"Bremen Werrahafen","42"
"Bremen Föhrenstraße","42"
"Bremen Europaallee/Autohof","42"
"Bremen Walther-Jacobs-Straße","42"
"Bremen Europaallee-Ost","42"
"Bremen Bergener Straße","42"
"Bremen Weserwehr","42"
"Bremen La-Rochelle-Straße","42"
"Bremen Ludwig-von-Kapff-Straße","42"
"Bremen Belmerstraße","42"
"Bremen Glockenstraße/Bf Hemelingen","42"
"Bremen Bordeaux-Straße","42"
"Bremen Christernstraße","42"
"Bremen Hannoversche Straße","42"
"Bremen Kleine Marschstraße","42"
"Bremen Arberger Hafendamm","42"
"Bremen Osterhop","42"
"Bremen Schlengstraße","44"
"Bremen Sollingstraße","44"
"Bremen Osterhop","44"
"Bremen Sebaldsbrück (Bus+Tram)","44"
"Bremen Bf Mahndorf","44"
"Bremen Eppenhainer Straße","44"
"Bremen Christernstraße","44"
"Bremen Hermann-Osterloh-Straße","44"
"Bremen Belmerstraße","44"
"Bremen Stackkamp","44"
"Bremen Süntelstraße","44"
"Bremen Marschstraße","44"
"Bremen Ruppertshainer Straße","44"
"Bremen Kluvenhagener Straße","44"
"Bremen Brünsweg","44"
"Bremen Nauheimer Straße","44"
"Bremen Schüsselkorb","4E"
"Bremen Rembertistraße","4E"
"Bremen Herdentor","4E"
"Bremen Domsheide","4E"
"Bremen Hauptbahnhof","4E"
"Bremen Obernstraße","5"
"Bremen Falkenstraße","5"
"Bremen Eduard-Schopf-Allee","5"
"Bremen Waller Ring","5"
"Bremen Bürgerpark","5"
"Bremen Am Brill (Hutfilter-/Obernstraße)","5"
"Bremen Hauptbahnhof","5"
"Bremen Hauptbahnhof-Nord/Messe","5"
"Bremen Grenzstraße","5"
"Bremen Elisabethstraße","5"
"Bremen Daniel-von-Büren-Straße","5"
"Bremen Europahafen","5"
"Bremen Herdentor","5"
"Bremen Schüsselkorb","5"
"Bremen Radio Bremen/VHS","5"
"Bremen Konsul-Smidt-Straße","5"
"Bremen Hansator","5"
"Bremen Robert-Koch-Straße","52"
"Bremen Norderländer Straße","52"
"Bremen Flughafen","52"
"Bremen Arsterdamm","52"
"Bremen Dortmunder Straße","52"
"Bremen Obervielander Straße","52"
"Bremen Bardenflethstraße","52"
"Bremen Solinger Straße","52"
"Bremen Kattenturm-Mitte","52"
"Bremen Cornelius-Edzard-Straße","52"
"Bremen Paul-Feller-Straße","52"
"Bremen Unterführung B75","52"
"Bremen Anna-Stiegler-Straße","52"
"Bremen BSAG-Zentrum","52"
"Bremen Neuenlander Kämpe","52"
"Bremen Roland-Center","52"
"Bremen Willakedamm","55"
"Brinkum(Stuhr) Magdeburger Straße","55"
"Bremen Friedhof Huchting","55"
"Brinkum(Stuhr) Schule Feldstraße","55"
"Bremen Roland-Center","55"
"Bremen Rotterdamer Straße","55"
"Brinkum(Stuhr) Am Bahnhof","55"
"Bremen Hohenhorster Weg","55"
"Bremen Varreler Landstraße","55"
"Brinkum(Stuhr) Marktplatz","55"
"nan","55"
"Brinkum(Stuhr) Schule Brunnenweg","55"
"Bremen Zum Huchtinger Bahnhof","57"
"Bremen Roland-Center","57"
"Bremen Am Sodenmatt","57"
"Bremen Carl-Hurtzig-Straße","57"
"Bremen Brüsseler Straße","57"
"Bremen Friedhof Huchting","57"
"Bremen Flämische Straße","57"
"Bremen Hohenhorster Weg","57"
"Bremen Willakedamm","57"
"Bremen Rotterdamer Straße","57"
"Bremen Delfter Straße","57"
"Bremen Obervielander Straße","58"
"Bremen Flämische Straße","58"
"Bremen Roland-Center","58"
"Bremen Harriersand","58"
"Bremen Brüsseler Straße","58"
"Bremen Mittelshuchtinger Dorfstraße","58"
"Bremen Carl-Hurtzig-Straße","58"
"Bremen Zum Huchtinger Bahnhof","58"
"Bremen Waterfront (Use Akschen)","5S"
"Bremen Gröpelingen","5S"
"Bremen Waller Ring","5S"
"Bremen Berufsbildungswerk","6"
"Bremen Hauptbahnhof-Nord/Messe","6"
"Bremen Flughafen-Süd","6"
"Bremen Brahmsstraße","6"
"Bremen BSAG-Zentrum","6"
"Bremen Domsheide","6"
"Bremen Joseph-Haydn-Straße","6"
"Bremen Lise-Meitner-Straße","6"
"Bremen Universität/Zentralbereich","6"
"Bremen Westerstraße","6"
"Bremen Am Brill (Bgm.-Smidt-Straße)","6"
"Bremen Schleiermacherstraße","6"
"Bremen Herdentor","6"
"Bremen Universität-Nord","6"
"Bremen Wilhelm-Kaisen-Brücke","6"
"Bremen Schüsselkorb","6"
"Bremen Flughafen","6"
"Bremen Theater am Leibnizplatz","6"
"Bremen Ulrichsplatz","6"
"Bremen Am Wall","6"
"Bremen Neuenlander Kämpe","6"
"Bremen Humboldtstraße","6"
"Bremen Universität-Süd","6"
"Bremen Emmastraße","6"
"Bremen Hauptbahnhof","6"
"Bremen Gastfeldstraße","6"
"Bremen Am Neuen Markt","6"
"Bremen Wätjenstraße","6"
"Bremen Riensberg","6"
"Bremen Am Dobben","6"
"Bremen Rembertistraße","6"
"Bremen H.-H.-Meier-Allee","6"
"Bremen Theater am Goetheplatz","6"
"Bremen Am Stern","6"
"Bremen Köhler Brücke","61"
"Bremen Reedeich-Nord","61"
"Bremen Stedinger Brücke","61"
"Bremen Roccoweg","61"
"Bremen Stromer Berg","61"
"Bremen-Strom Schule","61"
"Bremen Rablinghausen","61"
"Bremen Bakeweg","61"
"Bremen Güterbahnhof Grolland","61"
"Bremen Luley","61"
"Delmenhorst Sandhausen","61"
"Bremen Neuer Schutzdeich","61"
"Bremen Stromer Straße","61"
"Bremen Auf der Sandhöhe","61"
"Bremen Stellfeldsweg","61"
"Bremen Reedeich-Nord","62"
"Bremen Hasenbüren Hagens","62"
"Bremen Neuer Schutzdeich","62"
"Bremen Wessels","62"
"Bremen Klärwerk","62"
"Bremen Bakeweg","62"
"Bremen Hasenbürener Deich","62"
"Bremen Hasenbüren","62"
"Bremen Ahrensstraße","62"
"Bremen Neustädter Hafen","62"
"Bremen Stromer Straße","62"
"Bremen Stumper","62"
"Bremen Georg-Henschel-Straße","62"
"Bremen-Seehausen Schule","62"
"Bremen Kriegerdenkmal","62"
"Bremen Am Glockenstein","62"
"Bremen Rablinghausen","62"
"Bremen Ortsamt Seehausen","62"
"Bremen Roccoweg","62"
"Bremen Am Brill (Bgm.-Smidt-Straße)","63"
"Bremen Franz-Stickan-Straße","63"
"Bremen GVZ-Zentralbereich","63"
"Bremen Hochschule Bremen","63"
"Bremen Georg-Henschel-Straße","63"
"Bremen Reedeich-Nord","63"
"Bremen Senator-Nolting-Hauff-Straße","63"
"Bremen Visbeker Straße","63"
"Bremen Neustädter Hafen","63"
"Bremen Am Wall","63"
"Bremen Auf dem Bohnenkamp","63"
"Bremen Senator-Paulmann-Straße","63"
"Bremen Hohentorsplatz","63"
"Bremen Senator-Harmssen-Straße","63"
"Bremen Albert-Bote-Straße","63"
"Bremen Hauptbahnhof","63"
"Bremen Pappelstraße","63"
"Bremen Alter Schutzdeich","63"
"Bremen Am Tabakquartier","63"
"Bremen Warturmer Heerstraße","63"
"Bremen Erich-Kühlmann-Straße","63"
"Bremen Ahrensstraße","63"
"Bremen Mühlenhauser Fleet","63"
"Bremen Bahnhof Neustadt","63"
"Bremen Senator-Mester-Straße","63"
"Bremen Westerstraße","63"
"Bremen Am Gaswerkgraben","63"
"Bremen GVZ-Verkehrsgewerbe Ost","63"
"Bremen Senator-Blase-Straße","63"
"Bremen Ludwig-Erhard-Straße","63"
"Bremen Friedhofstraße","6E"
"Bremen Gröpelingen","6E"
"Bremen Kirchweg","6E"
"Bremen Metzer Straße","6E"
"Bremen Universität-Nord","6E"
"Bremen Rotes-Kreuz-Krankenhaus","6E"
"Bremen Horner Mühle","6E"
"nan","6E"
"Bremen Bahnhof Walle","6E"
"Bremen Gustavstraße","6E"
"Lilienthal Trupe","6E"
"Bremen Weserpark","6E"
"Bremen Am Neuen Markt","6E"
"Bremen Hauptbahnhof","6E"
"Bremen Werner-von-Siemens-Straße","6E"
"Bremen Hansator","6E"
"Bremen Graubündener Straße","6E"
"Bremen Neuwieder Straße","6E"
"Bremen Emder Straße","6E"
"Lilienthal Kutscher Behrens","6E"
"Bremen Erkelenzer Straße","6E"
"Bremen Tenever-Zentrum","6E"
"Bremen Domsheide","6E"
"Bremen Utbremer Straße","6E"
"Bremen Parkstraße","6E"
"Bremen Schüsselkorb","6E"
"Lilienthal Auf dem Kamp","6E"
"Bremen Daniel-Jacobs-Allee","6E"
"Bremen Emmastraße","6E"
"Bremen Heukämpendamm","6E"
"Bremen Grasberger Straße","6E"
"Bremen Barbarossastraße","6E"
"Bremen Höger Weg","6E"
"Bremen Theater am Leibnizplatz","6E"
"Lilienthal Feldhäuser Straße","6E"
"Bremen Schweizer Eck","6E"
"Bremen Am Dammacker","6E"
"Bremen Rembertistraße","6E"
"Bremen Moorstraße","6E"
"Bremen Nußhorn","6E"
"Bremen Haferkamp","6E"
"Bremen Konsul-Smidt-Straße","6E"
"Bremen Altenescher Straße","6E"
"Bremen Theater am Goetheplatz","6E"
"Bremen Ellenerbrokstraße","6E"
"Bremen Waller Ring","6E"
"Bremen Polizeipräsidium","6E"
"Bremen Hansestraße","6E"
"Bremen Waller Straße","6E"
"Bremen Lindenhofstraße","6E"
"Bremen Eduard-Schopf-Allee","6E"
"Bremen Lise-Meitner-Straße","6E"
"Bremen Schwankhalle","6E"
"Bremen Europahafen","6E"
"Bremen Radio Bremen/VHS","6E"
"Bremen Westerstraße","6E"
"Lilienthal","6E"
"Bremen Waterfront (Use Akschen)","6E"
"Bremen Am Dobben","6E"
"Bremen Kattenturm-Mitte","6E"
"Bremen Rosenpfad","6E"
"Bremen Kirchbachstraße","6E"
"Bremen Doventor","6E"
"Bremen Focke-Museum","6E"
"Bremen Kopernikusstraße","6E"
"Bremen Dietrich-Bonhoeffer-Straße","6E"
"Bremen Peter-Henlein-Straße","6E"
"Bremen Osterholzer Landstraße","6E"
"Bremen Kap-Horn-Straße","6E"
"Bremen Berliner Freiheit","6E"
"Bremen Universität-Süd","6E"
"Bremen Julius-Brecht-Allee","6E"
"Bremen St. Joseph-Stift","6E"
"Bremen Klinikum Links der Weser","6E"
"Bremen Gastfeldstraße","6E"
"Bremen BSAG-Zentrum","6E"
"Bremen Grenzstraße","6E"
"Bremen Berufsbildungswerk","6E"
"Bremen Robert-Koch-Straße","6E"
"Bremen Joseph-Haydn-Straße","6E"
"Bremen Bürgerpark","6E"
"Bremen Borgfeld","6E"
"Bremen Hauptbahnhof-Nord/Messe","6E"
"Bremen Mülheimer Straße","6E"
"Bremen Wätjenstraße","6E"
"Bremen Teneverstraße","6E"
"Bremen Wilhelm-Leuschner-Straße","6E"
"Bremen Humboldtstraße","6E"
"Bremen Am Stern","6E"
"Lilienthal Schoofmoor","6E"
"Bremen Elisabethstraße","6E"
"Bremen Kurt-Huber-Straße","6E"
"Bremen Am Lehester Deich","6E"
"Bremen Sielhof","6E"
"Bremen Hollerallee","6E"
"Bremen Wartburgstraße","6E"
"Bremen Am Brill (Bgm.-Smidt-Straße)","6E"
"Lilienthal Moorhauser Landstraße","6E"
"Bremen Twiedelftsweg","6E"
"Bremen Horn (Horner Kirche)","6E"
"Bremen Waller Friedhof","6E"
"Bremen Riensberg","6E"
"Bremen Arsten","6E"
"Bremen Weserpark-Süd","6E"
"Bremen Werner-Steenken-Straße","6E"
"Bremen Düsseldorfer Straße","6E"
"Bremen Goosestraße","6E"
"Bremen Ulrichsplatz","6E"
"Bremen Carl-Goerdeler-Straße","6E"
"Lilienthal Truperdeich","6E"
"Bremen Schleiermacherstraße","6E"
"Bremen Brahmsstraße","6E"
"Bremen Bf Mahndorf","6E"
"Bremen Herdentor","6E"
"Bremen Vorstraße","6E"
"Bremen Engadiner Straße","6E"
"Bremen Bürgermeister-Spitta-Allee","6E"
"Bremen H.-H.-Meier-Allee","6E"
"Bremen Universität/Zentralbereich","6E"
"Bremen Huckelriede","6E"
"Bremen Jadestraße","6E"
"Bremen Lloydstraße","6E"
"Lilienthal Lilienthal-Mitte","6E"
"Bremen Kurfürstenallee","6E"
"Bremen Wilhelm-Kaisen-Brücke","6E"
"Bremen Schüsselkorb","8"
"Bremen BSAG-Zentrum","8"
"Bremen Solinger Straße","8"
"Bremen Crüsemannallee","8"
"Bremen Duckwitzstraße","8"
"Bremen Hochschule Bremen","8"
"Bremen Schleiermacherstraße","8"
"Bremen Busestraße","8"
"Bremen Domsheide","8"
"Bremen Bardenflethstraße","8"
"Bremen Am Neuen Markt","8"
"Bremen Norderländer Straße","8"
"Bremen Neuenlander Straße","8"
"Bremen Roland-Center","8"
"Bremen Gastfeldstraße","8"
"Bremen Hauptbahnhof-Nord/Messe","8"
"Bremen Kulenkampffallee","8"
"Bremen Bulthauptstraße","8"
"Bremen Herdentor","8"
"Bremen Brahmsstraße","8"
"Bremen Pappelstraße","8"
"Bremen Am Stern","8"
"Bremen Theater am Leibnizplatz","8"
"Bremen Westerstraße","8"
"Bremen Wilhelm-Kaisen-Brücke","8"
"Bremen Hauptbahnhof","8"
"Bremen Stahlwerk Tor 3","80"
"Bremen Oslebshauser Landstraße","80"
"Bremen Togostraße","80"
"Bremen Riedemannstraße","80"
"Bremen Riespot","80"
"Bremen Hüttenhafen","80"
"Bremen Hüttenstraße Süd","80"
"Bremen Gröpelingen","80"
"Bremen Gröpelingen","81"
"Bremen Ritterhuder Heerstraße","81"
"Bremen Stahlwerk Tor 1","81"
"Bremen Gottlieb-Daimler-Straße","81"
"Bremen Hüttenstraße Süd","81"
"Bremen Riespot","81"
"Bremen Karl-Bröger-Straße","81"
"Bremen Am Fuchsberg","81"
"Bremen Riedemannstraße","81"
"Bremen Von-Ossietzky-Straße","81"
"Bremen Stahlwerk Tor 2","81"
"Bremen DIAKO Bremen","81"
"Bremen Stahlwerk Tor 3","81"
"Bremen Mittelsbürener Landstraße","81"
"Bremen Bahnhof Oslebshausen","81"
"Bremen Dohlenstraße","81"
"Bremen Auf den Delben","81"
"Bremen Dirschauer Straße","82"
"Bremen In den Barken","82"
"Bremen Bromberger Straße","82"
"Bremen Lindenhofstraße","82"
"Bremen Schwarzer Weg","82"
"Bremen Halmerweg","82"
"Bremen Wasserhorster Straße","82"
"Bremen Moorstraße","82"
"Bremen Gröpelingen","82"
"Bremen Kalischer Straße","82"
"Bremen Hochschule Bremen","8E"
"Bremen Westerstraße","8E"
"Bremen Solinger Straße","8E"
"Bremen Norderländer Straße","8E"
"Bremen Bardenflethstraße","8E"
"Bremen Obernstraße","8E"
"Bremen Roland-Center","8E"
"Bremen Domsheide","8E"
"Bremen Neuenlander Straße","8E"
"Bremen Am Brill (Hutfilter-/Obernstraße)","8E"
"Bremen Duckwitzstraße","8E"
"Bremen Am Brill (Bgm.-Smidt-Straße)","8E"
"Bremen Pappelstraße","8E"
"Bremen-Blumenthal Markt","90"
"Neuenkirchen(Schwanewede) Ahnten","90"
"Bremen Bahnhof Aumund","90"
"nan","90"
"Bremen Goldbergplatz","90"
"Bremen Dohlenstraße","90"
"Bremen Betonstraße","90"
"Bremen Rotdornallee","90"
"Bremen Stader Landstraße","90"
"Bremen Rönnebecker Straße","90"
"Bremen Mittelsbürener Landstraße","90"
"Neuenkirchen(Schwanewede) Marktplatz","90"
"Bremen Wasserweg","90"
"Bremen Blumenhorster Straße","90"
"Bremen Löhstraße","90"
"Bremen Dillener Park","90"
"Bremen Bahnhof Blumenthal","90"
"Bremen Holthorster Weg","90"
"Bremen Vor den Wischen","90"
"Bremen Wilhelm-Brandhorst-Straße","90"
"Bremen Aumunder Heide","90"
"Bremen Gustav-Heinemann-Bürgerhaus","90"
"Bremen Burgdammer Postweg","90"
"Bremen Auf dem Krümpel","90"
"Bremen Lesum Park","90"
"Bremen De Kreienbarg","90"
"Bremen Bf Klinikum Bremen-Nord","90"
"Bremen Am Geestkamp","90"
"Neuenkirchen(Schwanewede) Landwehr","90"
"Bremen Von-Ossietzky-Straße","90"
"Bremen Zum Donaufleet","90"
"Bremen Buschdeel","90"
"Bremen Am Fuchsberg","90"
"Bremen Am Heidbergstift","90"
"Bremen Tannenhof","90"
"Bremen Ritterhuder Heerstraße","90"
"Bremen Karl-Bröger-Straße","90"
"Bremen Fähre Farge","90"
"Bremen Zum Kränholm","90"
"Neuenkirchen(Schwanewede) Vorbruch","90"
"Bremen Bahnhof Farge","90"
"Bremen An Smidts Park","90"
"Bremen Moorstücke","90"
"Bremen Hohenesch","90"
"Bremen Hanfstraße","90"
"Bremen DIAKO Bremen","90"
"Bremen Bahnhof Schönebeck","90"
"Bremen Sandkuhlenweg","90"
"Bremen Gerhard-Rohlfs-Straße","90"
"Bremen-Burg(Bus)","90"
"Bremen Fährer Kämpe","90"
"Bremen Burger Dorfstraße","90"
"Bremen Bahnhof Vegesack","90"
"Bremen Gröpelingen","90"
"Bremen Am Bahnhof St. Magnus","90"
"Bremen An der Amtsweide","90"
"Bremen Rekumer Siel","90"
"Bremen Fähre Blumenthal","90"
"Bremen Bahnhof Lesum","90"
"Bremen Rekumer Siel","90E"
"Bremen Blumenhorster Straße","90E"
"Bremen Vor den Wischen","90E"
"Bremen Eggestedter Straße","90E"
"Bremen Am Fillerkamp","90E"
"Bremen Hanfstraße","90E"
"Bremen Gustav-Heinemann-Bürgerhaus","90E"
"Bremen Wilhelm-Brandhorst-Straße","90E"
"Bremen Dobbheide","90E"
"Bremen Wasserweg","90E"
